id,shapeID,shapeGroup,shapeName,intersection_ratio,even_split_ratio,intersection_ratio_commitment_value,even_split_ratio_commitment_value,centroid_longitude,centroid_latitude
97773,76434192B26311534340602,ZAF,KwaZulu-Natal,0.08,0.08,13568743.53,59040225.43333334,30.727130775431434,-28.72769015249244
97773,76434192B37104984973577,ZAF,Limpopo,0.91,0.91,161936447.28,59040225.43333334,29.28945063602741,-23.785381129682005
97773,76434192B92524600968894,ZAF,Mpumalanga,0.01,0.01,1615485.49,59040225.43333334,30.29873245994597,-25.873945644303763
52461,43142294B13998567259459,DZA,Aïn Defla,0.0,0.0,,,2.065179265896003,36.18440284325978
52461,43142294B44506325294932,DZA,Tipaza,1.0,1.0,,,2.216225345113557,36.51899235688404
62317,43142294B74351585751074,DZA,Djelfa,1.0,1.0,65420.9,65433.59,3.53292392358727,34.38722001026418
22008,27363107B79734749620930,MOZ,Cabo Delgado,1.0,1.0,,,39.363886018438535,-12.45935888707644
58305,27363107B79734749620930,MOZ,Cabo Delgado,1.0,1.0,1218031.87,1218031.87,39.363886018438535,-12.45935888707644
22429,43142294B94550777300099,DZA,Guelma,1.0,1.0,,,7.3947341588043365,36.39592269028226
57481,385441B97135885584055,GIN,Boke,0.0,0.0,291.47,720700.4566666667,-13.759104973379733,11.36546301278711
57481,76643164B38080973404583,GNB,Gabu,0.6,0.6,1303960.06,720700.4566666667,-14.104576667498467,12.157528337106037
57481,76643164B84174472060432,GNB,Bafatá,0.39,0.39,853718.88,720700.4566666667,-14.71008107135563,12.160040374009867
86577,385441B97135885584055,GIN,Boke,0.94,0.94,,,-13.759104973379733,11.36546301278711
92976,385441B97135885584055,GIN,Boke,1.0,1.0,,,-13.759104973379733,11.36546301278711
87074,76643164B38080973404583,GNB,Gabu,0.0,0.0,,,-14.104576667498467,12.157528337106037
87074,76643164B84174472060432,GNB,Bafatá,1.0,1.0,,,-14.71008107135563,12.160040374009867
53240,76643164B14801811690770,GNB,Tombali,0.0,0.0,,,-14.981929785030404,11.328427318891125
53240,76643164B84174472060432,GNB,Bafatá,0.0,0.0,,,-14.71008107135563,12.160040374009867
53240,76643164B25325276017448,GNB,Quinara,0.89,0.89,,,-15.185107114038527,11.648977705637312
60840,36957248B48065738140082,TZA,Kagera,1.0,1.0,11542701.78,11542701.78,31.46203699801581,-1.862395098018369
92776,36957248B48065738140082,TZA,Kagera,0.03,0.03,4032.5,77519.38,31.46203699801581,-1.862395098018369
92776,36957248B67527021942185,TZA,Geita,0.97,0.97,151006.26,77519.38,31.900982102851422,-3.216002227708763
60894,36957248B64143865471040,TZA,Tabora,1.0,1.0,,,32.822826221235104,-5.259220969757612
92685,36957248B64143865471040,TZA,Tabora,0.01,0.01,263294.3,6666666.666666666,32.822826221235104,-5.259220969757612
92685,36957248B11692782910073,TZA,Kigoma,0.99,0.99,19718418.17,6666666.666666666,30.411984617789628,-4.8252023139010625
92685,36957248B34051677343112,TZA,Katavi,0.0,0.0,18287.53,6666666.666666666,31.36156018800267,-6.462026723628012
86771,36957248B67527021942185,TZA,Geita,0.0,0.0,,,31.900982102851422,-3.216002227708763
