shapeID_adm1,shapeName_adm1,shapeID_adm2,shapeName_adm2,intersection_ratio,shapeGroup
43142294B57836115778835,Algiers,75749346B84554059551176,Daïra El Harrach,0.9999999999999998,DZA
86620642B75144405979625,North Kordofan,16777658B82514176386469,Um Dam Haj Ahmed,0.9999999999999998,SDN
98808126B71048651917242,Haut-Ogooué,22940354B21948278538135,Djouori-Agnili,0.9999999999999998,GAB
13589884B81785725414319,Nariño,7082276B88194767649924,Tangua,0.9999999999999998,COL
13589884B81785725414319,Nariño,7082276B38506776880205,Imues,0.9999999999999998,COL
13589884B81785725414319,Nariño,7082276B76262709729970,Iles,0.9999999999999998,COL
33880854B50677770066764,Khomas,8085530B20678123815895,Kamanjab,0.9999999999999998,NAM
14911670B46470234103867,Sao Paulo,56859067B92864763247255,São Paulo,0.9999999999999998,BRA
25984515B18786507826220,İstanbul,54988432B77006112817305,Çekmeköy,0.9999999999999998,TUR
18629408B48104637123824,Sanʿaʾ,15242507B91083186243628,At Tahrir,0.9999999999999998,YEM
42786344B65180575927800,Miranda,92452058B74472117393048,Paz Castillo,0.9999999999999998,VEN
11528761B68421227592850,Saint Ann,35162164B26370017689795,Bensonton,0.9999999999999998,JAM
11528761B68421227592850,Saint Ann,35162164B10819971000444,Gibraltar,0.9999999999999998,JAM
25984515B3524648625362,Çankırı,54988432B63314623815647,Atkaracalar,0.9999999999999998,TUR
6923714B71523451831393,Western,96606910B8342530541372,Mongu,0.9999999999999998,ZMB
42786344B73501178505024,Anzoátegui,92452058B39139174954008,San José de Guanipa,0.9999999999999998,VEN
11528761B68421227592850,Saint Ann,35162164B13700806796370,Higgin Land,0.9999999999999998,JAM
36957248B64143865471040,Tabora,72390352B61754038708822,Tabora Urban,0.9999999999999998,TZA
4885205B40665850630123,Jizzakh Region,79887680B67219555279556,Dzhizak city,0.9999999999999998,UZB
88200057B5014357533485,Matabeleland South,62879985B63510140227201,Gwanda Urban,0.9999999999999998,ZWE
18629408B48104637123824,Sanʿaʾ,15242507B87670464483241,Ma'in,0.9999999999999998,YEM
12653393B40111500734429,Kandahar,17698898B3536630965398,Kandahar,0.9999999999999998,AFG
4885205B3120252971084,Surxondaryo Region,79887680B8984486268693,Denau,0.9999999999999998,UZB
50493656B24919758862355,Mafraq,86222999B1125449299555,Al-Mafraq,0.9999999999999998,JOR
18629408B66245584752084,Ta'izz Governorate,15242507B26080958654520,Sabir Al Mawadim,0.9999999999999998,YEM
17295835B91329899113986,Western Region,47994165B39129884067999,Buruuli,0.9999999999999998,UGA
17295835B48340970483027,Central Region,47994165B45375916338342,Nakifuma,0.9999999999999998,UGA
17295835B48340970483027,Central Region,47994165B22960344442703,Busiro,0.9999999999999998,UGA
36821470B28205534186964,Bangkok,78962969B57919474821024,Sathon,0.9999999999999998,THA
11528761B66153365875645,Saint Thomas,35162164B84210175764285,York,0.9999999999999998,JAM
36821470B28205534186964,Bangkok,78962969B69407198721734,Bangkok Noi,0.9999999999999998,THA
65028918B28366581005022,West Java,22746128B53430054982428,Kota Cimahi,0.9999999999999998,IDN
42786344B65180575927800,Miranda,92452058B35086054619694,Los Salias,0.9999999999999998,VEN
37992800B83627159640807,Phnom Penh,14789045B60405895501285,Russey Keo,0.9999999999999998,KHM
63759600B97268694287734,Hà Nội	,81297802B3906213091507,Bac Tu Liem,0.9999999999999998,VNM
37992800B528078583451,Svay Rieng,14789045B88579584003183,Svay Rieng,0.9999999999999998,KHM
63759600B34367175145761,Vĩnh Phúc,81297802B29926011513196,Binh Xuyen,0.9999999999999998,VNM
63759600B97268694287734,Hà Nội	,81297802B78295235973409,Ba Dinh,0.9999999999999998,VNM
63759600B34339839848337,Ninh Bình,81297802B33091662264636,Ninh Bình,0.9999999999999998,VNM
69750345B91661082288531,Greater Accra Region,2480657B26321648161032,Adenta Municipal,0.9999999999999998,GHA
86453995B79808671966952,Khatlon Region,16282066B62241494872527,Kulob District,0.9999999999999998,TJK
11528761B17176392015583,Saint Catherine,35162164B95996470591729,Kitson Town,0.9999999999999998,JAM
33880854B91312582021959,Karas,8085530B18943107869251,Karibib,0.9999999999999997,NAM
43563684B19802372559419,Tibet Autonomous Region,17275852B12900098883102,Jiazhaxian,0.9999999999999997,CHN
86453995B79808671966952,Khatlon Region,16282066B9263642408144,Dzhami District,0.9999999999999997,TJK
11528761B58908339710294,Saint Andrew,35162164B52856134936661,Seymour Lands,0.9999999999999997,JAM
63759600B38696477403674,Hưng Yên,81297802B29202402001629,An Thi,0.9999999999999997,VNM
11528761B17176392015583,Saint Catherine,35162164B66386769962643,Crescent,0.9999999999999997,JAM
86453995B79808671966952,Khatlon Region,16282066B18617461158044,Rumi District,0.9999999999999997,TJK
50493656B53844896346683,Amman,86222999B98708860863844,Amman,0.9999999999999997,JOR
27058087B72518212949854,Cerro Largo,84410073B9174181273623,Bañado de Medina,0.9999999999999997,URY
26024454B78289653685394,Oruro,80513517B37315753156097,Poopó,0.9999999999999997,BOL
11528761B92267541916078,Saint James,35162164B43081801814917,Brandon Hill,0.9999999999999997,JAM
11528761B66153365875645,Saint Thomas,35162164B41932037702546,Seaforth,0.9999999999999997,JAM
11528761B76244175997364,Saint Elizabeth,35162164B78220788438035,Maggotty,0.9999999999999997,JAM
14279143B76228648820573,Töv,93677404B29507747190159,Zuunmod,0.9999999999999997,MNG
19177384B49506124846693,Ciudad Autónoma de Buenos Aires,61730980B55355191537575,Comuna 10,0.9999999999999997,ARG
11528761B76244175997364,Saint Elizabeth,35162164B58929409429796,White Hill,0.9999999999999997,JAM
19177384B49506124846693,Ciudad Autónoma de Buenos Aires,61730980B31104759078199,Comuna 11,0.9999999999999997,ARG
